"Link","Abstract","Author Keywords","Index Keywords"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113264183&doi=10.1080%2f13215906.2021.1878385&partnerID=40&md5=f2f8e295301ebeffd66c744f40148f79","The question of why some small businesses survive and become profitable while others exit the market continues to attract attention. This study analyzes the role of the institutional environment and business formation process in entrepreneurial activity (defined by total early-stage entrepreneurial activity rate) in the context of a high populous and low institutional trust environment. We find that the government's involvement in entrepreneurship through direct support programmes, differential incentives for enterprises engaged in different sectors, and to achieve social goals and political pluralism may reduce entrepreneurial activity. Also, support programmes aimed at promoting the formation of Micro and Small-Scale Enterprises may encourage the entry of entrepreneurs lacking a business strategy that takes into account risk-return tradeoffs. By focusing on the business formation process, this study adds to the debate on the implication of government intervention programmes in entrepreneurship and small business development. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","business survival; collective entrepreneurship; development planning; Institutions; micro and small enterprises",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079450167&doi=10.1111%2fjoms.12552&partnerID=40&md5=3d0ef37d1d700f751ef4ca513d5a9a06","Official development aid – monetary transfers to developing countries to promote social and economic development – reached more than $140 billion in 2016. However, traditional forms of government bilateral aid continue to decline, while private aid is rising. Nevertheless, the impact of this aid, including its potential to stimulate economic development through new business formation, remains uncertain. In this study, we examine the impact of three sources of monetary aid flows on formal and informal entrepreneurship. Drawing from the international political economy literature we argue that bilateral aid and private aid are associated with higher levels of informal entrepreneurship, while multilateral aid is accompanied by lower levels. Moreover, we show that bilateral and private aid are linked with lower levels of formal entrepreneurship, while multilateral aid has no impact. The analyses of a panel of 313 observations from 49 countries provide robust support for these arguments. © 2019 Society for the Advancement of Management Studies and John Wiley & Sons, Ltd.","economic development; formal entrepreneurship; informal entrepreneurship; institutional theory; international monetary aid; principal-agent aid theory",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112490430&doi=10.47556%2fJ.WJEMSD.18.2.2022.4&partnerID=40&md5=346f80cfa1c3164d5c101bc3ceb5f9cb","PURPOSE: The present study aims to test the social entrepreneurial intent model among students in the Indian scenario. Research on students opting for social entrepreneurial ventures as a career option is yet to be studied in-depth in the Indian context. The present study will help create a suitable ecosystem in higher education institutions through well-designed student engagement initiatives to convert job seekers into social value creators. DESIGN/METHODOLOGY/APPROACH: The study used a questionnaire submitted to 439 students to collect their responses on the initiatives taken by higher education institutions in India to kindle students’ social entrepreneurial intent. Smart PLS methodology was used to test the model. FINDINGS: The findings show that prior experience, empathy, self-efficacy, and perceived social support directly impact social entrepreneurial intentions (SEI). In contrast, moral obligation has no impact on SEI in the Indian context. Student’s exposure to organisations that deal with social causes is the most preferred student engagement initiative. ORIGINALITY: There are few studies in India on higher education institutions’ role in kindling social entrepreneurial intent among students. The present study proposed dedicated student engagement initiatives to bridge the gap in the existing literature on social entrepreneurship in the given context. IMPLICATIONS: Higher education institutions’ student engagement initiatives can kindle social entrepreneurial intent among students pragmatic with an inclusive approach. It will, in turn, create a desirable social impact. © 2022 World Association for Sustainable Development (WASD).","HEIs; India; Social Entrepreneurial Intent; Student Engagement Initiatives",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091546464&doi=10.4324%2f9780429320170&partnerID=40&md5=0772add56955006499214a5394bd1ef1","This book develops and examines the concepts and strategies for rural empowerment through the formation of a community-driven social knowledge management (SKM) framework aided by social technology. The framework is aimed at mobilizing knowledge resources to bridge the rural-urban knowledge divide while securing rural empowerment using digital connections and social collaborations built on strategies of self-sustenance and self-development. With key empirical findings supplemented by relevant theoretical structures, case studies, illustrative figures and a lucid style, the book combines social technologies and social development to derive a social knowledge management platform. It shows how the proposed SKM framework can enhance knowledge capabilities of rural actors by facilitating connection among rural-urban entities through formation of purposive virtual communities, which allow social agents to create, modify and share content collaboratively. The volume brings forward diverse issues such as conceptual foundations; bridging the rural-urban knowledge and information divide; issues of information and knowledge asymmetry; a knowledge-theoretic perspective of rural empowerment; knowledge capability, freedom of choice and wellbeing, to provide a comprehensive outlook on building a knowledge society through digital empowerment. This book will be useful to scholars and researchers of development studies, rural sociology, management studies, IT/IS, knowledge management and ICT for development, public policy, sociology, political economy and development economics. It will benefit professionals and policymakers, government and nongovernment bodies and international agencies involved with policy decisions related to application of technologies for rural development, social workers and those in the development sector. © 2021 Somprakash Bandyopadhyay, Sneha Bhattacharyya and Jayanta Basak. All right reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151105912&doi=10.1007%2f978-3-030-68715-1&partnerID=40&md5=c14bc565aee9d493b5912636be31af83","This volume discusses public policy making in Turkey. Using Turkey as an overarching case study, the author presents foundational concepts of public policy analysis. The method followed in the book is from general to specific: in each chapter, the relevant public policy stage or concept is explained and discussions from international literature are provided first. Then, Turkish cases are presented and clarified using theoretical concepts and debates. Additional examples from other municipalities are included for a comparative perspective. This volume will be of use to researchers and students studying public policy, policy analysis, and global public administration as well as professionals, policymakers, and diplomats working in the Turkish public sector. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2021.","Agenda-setting; Policy cycle; Policy evaluation; Policy formulation; Policy implementation; Public Policy; Public policy analysis; Turkey",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117815458&doi=10.4324%2f9781003003953&partnerID=40&md5=c542c42b70a88d84ef698af1190b7180","This book makes the case that school Health and Physical Education (HPE) can make a unique contribution to young people's physical, emotional and social health outcomes when teachers of HPE engage in pedagogies for social justice that emphasise inclusion, democracy and equity. Drawing on observations and teacher interviews across Sweden, Norway and New Zealand, the book explores successful school teaching practices that promote social justice and equitable health outcomes. In particular, it draws attention to the importance of building relationships, teaching for social cohesion and explicitly teaching about and acting on social inequities as pedagogies for social justice. The book also argues that context matters and that pedagogies for social justice need to recognise how both approaches to, and focus on, social justice vary in different contexts. This is essential reading for academics and students interested in social justice and working in the fields of education, HPE and teacher education. © 2022 Göran Gerdin, Wayne Smith, Rod Philpot, Katarina Schenker, Kjersti Mordal Moen, Susanne Linnér, Knut Westlie and Lena Larsson. All rights reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143404909&doi=10.1108%2fIJSHE-07-2021-0301&partnerID=40&md5=63e6ff2d5a10340343c75963a323e0ec","Purpose: This study aims to propose an integrated model involving concepts of sustainability and social innovation (SI) in higher education institutions (HEIs). Design/methodology/approach: Based on a literature review, the authors were able to systematize sustainability and SI knowledge, in an integrated manner. Hence, the authors sought to develop a theoretical model that would integrate categories, indicators and sub-indicators, to review initiatives in HEIs in the sustainability and SI domains. The results indicated four major categories: mission, vision and values; curriculum; campus; and healthy environment. The integrated model was applied and validated in a Brazilian educational group, using the main corporate reports as data sources. Findings: For the educational group analyzed in this study, the themes of sustainability and SI are explicitly and implicitly expressed in the mission, vision and values category. In the curriculum category, these themes are presented through the contents of cross-disciplines in all undergraduate courses, and also through outreach activities, integrating sustainability and SI in a theoretical and/or practical way. Regarding the campus category, the mention is explicit and the HEI works with initiatives aimed at achieving a “green” campus. In the healthy environment category, the educational group studied gives priority to the establishment of a safe and healthy work environment, focusing on labor rights and relations with society. Originality/value: This work contributes to the advancement of research on the promotion of sustainability and SI in HEIs, proposing an innovative integrated model of analysis for the topics covered. © 2022, Emerald Publishing Limited.","Education for sustainable development; Higher education institutions; Integrated model; Social innovation; Sustainability",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128040376&doi=10.4018%2f978-1-7998-6892-7&partnerID=40&md5=2cbcfdf61f44371988beb39aa9de589d","Leaders nowadays need to know, learn, and apply the concept of qalb leadership where it has been taught by the Prophet Muhammad as well as explained by Islamic scholars. The comparison with other mindful leadership concepts is required to provide solutions and options in leadership for better outcomes and spiritual awareness. It is found that leadership literature, in general, is unable to generate an understanding of a leadership concept that is both intellectually compelling and emotionally satisfying. As for qalb leadership, it focuses on the spirituality of leadership that can aid in facing unpredictable manners and provide better outcomes for followers. Research on Islamic leadership and spirituality may pave the way for better leadership practices in the future. The Role of Islamic Spirituality in the Management and Leadership Process will elaborate the spirituality and qalb in human life and leadership along with providing a discussion on the role and function of qalb in the overall leadership process. Through spirituality, human interdependence, creativity, and social justice can be created and molded. This type of leadership enables transformation in a natural way without denying basic human nature and imparts balance to both the outer and inner needs of humans. With the discussion of four cardinal virtues of Al-Ghazali, leaders can solve many problems that emerge in their organizations. This book is ideal for managers, executives, theologians, professionals, researchers, academicians, and students who are interested in how Islamic spirituality plays a role in leadership. © 2021 by IGI Global. All rights reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131174598&doi=10.4324%2f9781003230366&partnerID=40&md5=462b38cf28f123b281bdddc5100459d2","The Essentials of Social Finance provides an interesting, accessible overview of this fascinating ecosystem, blending insights from finance and social entrepreneurship. It highlights the key challenges facing social finance, while also showcasing its vast opportunities. Topics covered include microfinance, venture philanthropy, social impact bonds, crowdfunding, and impact measurement. Case studies are peppered throughout, and a balance of US, European, Asian, and Islamic perspectives are included. Each chapter contains learning objectives, discussion questions, and a list of key terms. There is also an appendix explaining key financial concepts for readers without a background in the subject, as well as downloadable PowerPoint slides to accompany each chapter. This will be a valuable text for students of finance, investment, social entrepreneurship, social innovation, and related areas. It will also be useful to researchers, professionals, and policy-makers interested in social finance. © 2022 Andreas Andrikopoulos and Propobos.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087441284&doi=10.1177%2f1534484320936812&partnerID=40&md5=d895047e2bb0b2f9800dccbcf0750cd4","Last decades showed a high interest in studying the workplace bullying (WB) phenomenon in a variety of disciplines and in a number of WB areas such as concepts and forms of WB, antecedents and consequences of WB, WB interventions, etc. This study offers classification and description of current WB literature, and identifies research gaps to be bridged by further empirical research. In the first part, authors systematically review 167 refereed journal articles, classify the WB research into five main research themes and summarize their findings. In the second part, the article uncovers various unknown aspects of WB and provides concrete directions for future empirical research. Thrust areas of attention are highlighted for industry and policy makers. © The Author(s) 2020.","incivility; systematic literature review; workplace bullying; workplace harassment",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098266141&doi=10.1108%2fEJIM-07-2020-0256&partnerID=40&md5=8729a3289e5d05783abf02b75b32dbad","Purpose: Recently, social innovation (SI) has captured the imagination of a range of actors globally, including in the higher education (HE) sector. This study explores the conceptual domain of SI leadership in HE. Drawing on the insights of 22 experienced practitioners in Canada, it provides a concept map to help guide leadership practice and research. Design/methodology/approach: The study adopted Group Concept Mapping (GCM), a mixed methods approach that provides a structured way to map the “conceptual domain” of a topic from the perspectives of those with close knowledge of it. Using online GCM software, one group of participants generated statements in response to a prompting question about SI leadership. Another group sorted statements into conceptual groups, rating them for importance. The authors then produced a preliminary map using cluster analysis. A third group interpreted that map. The authors analyzed interpretation data to produce a final concept map, which is discussed in light of relevant literature. Findings: GCM methodology resulted in 108 statements about SI leadership, with the vast majority ranked as highly important. The analysis produced a map consisting of nine “clusters” of conceptually related ideas about SI leadership, encapsulated under three interacting areas of focus: individual, relational, institutional/system. Participants confirmed the map reflected key dimensions of practice, noting it indicated important tensions and paradoxes core to their practice. Their interpretations highlighted how the map represented iterative dynamics of leadership over time and across levels; and how different theoretical and practice traditions in SI communities affect conceptualizations of leadership. Research limitations/implications: The study suggests that an area ripe for study is the navigation of micro-level systems in pursuit of meso-level and macro-level systems change. The map provides an empirically derived set of dimensions for instrument development in future SI leadership studies. The context of conventional academic institutions bounds the results but helps to surface key considerations for researching SI processes in other mature institutions. Comparison of findings with extant leadership theories suggests that, to advance theoretical research on the topic of leadership in SI, bricolage or new theory development will be needed. Practical implications: The map paints broad themes with concrete, practice-level ideas. It can serve as a touchstone for reflection by experienced practitioners and offers a reference point to orient those new to leading SI. Originality/value: The scholarly knowledge base about SI has been growing rapidly, but it is still an emerging field of study. There are only a handful of published studies offering perspectives on SI in HE, and none with respect to SI leadership in HE. This study offers original conceptual insights grounded in empirical data gathered through a method aligned with its exploratory purpose. © 2020, Emerald Publishing Limited.","Higher education; Leadership; Leadership practice; Social change; Social innovation; Universities",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123941607&doi=10.1111%2fpadm.12828&partnerID=40&md5=38eb936d9a0eb5dea9d3cac22a031c40","Public administration (PA) increasingly faces new and emerging challenges. To address such challenges, researchers can work collaboratively with practitioners to identify and tackle the most pressing issues. Yet, intentionally establishing an ongoing dialogue not only between researchers and practitioners but between researchers, practitioners, and the communities that PA scholarship and practice are intended to impact can enhance all stakeholders' understanding of complex social problems and improve solutions. Forms of participatory and context-based research such as this are called many things across disciplines, but PA has yet to embrace such approaches fully. Thus, we introduce a framework entitled CO-DESIGN, intended to illustrate the process of advancing PA research through the co-production of knowledge between researchers, practitioners, and communities. Additionally, it serves as an acronym outlining eight focal areas we argue the co-production of knowledge can help advance. We discuss the CO-DESIGN process and agenda, including its implications for the field. © 2022 John Wiley & Sons Ltd.","","future prospect; knowledge based system; participatory approach; public administration; stakeholder"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140576993&doi=10.1007%2f978-3-030-64635-6&partnerID=40&md5=7200368aedf2c87371951012b88f8b08","This book endorses entrepreneurial philosophies and develops a conceptual thinking for redefining organizational design to achieve operational efficiencies. It aims at bridging entrepreneurial theories with strategies in practice. The book discusses entrepreneurial business modeling by mapping the entrepreneurial mindset and analyzing cognitive inputs to drive entrepreneurial efficiencies. This book also discusses effectiveness of marketing strategies, causes, and effects of marketing strategies on entrepreneurial performance, organizational design practices, and design-to-market concept in the context of contemporary organizational and operational designs. © The Editor(s) (if applicable) and The Author(s), under exclusive licence to Springer Nature Switzerland AG, part of Springer Nature 2021. All rights reserved.","Entrepreneurial ecosystems; Entrepreneurial mindset; Epistemology; Gender and entrepreneurship; Organizational design; Smart entrepreneurship; Theories of entrepreneurship",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068739746&doi=10.1016%2fj.lrp.2019.101891&partnerID=40&md5=a294fb9f6418fc65f064f6216a7b1244","This article explores the phenomenon that corporations' commercial-logic business models increasingly embed responsibility-logic patterns: The proverbial leopards' spots. We have conducted a thematic analysis of responsibility patterns in annual report business model descriptions (artefacts) and a qualitative comparative analysis of corporations' strategic environment. We find distinct responsibility patterns, uniquely combined in four distinct types of responsibility business model artefacts. We explain these types through responses to institutional complexity between commercial and responsibility logics. Strategic responses were enabled or constrained by the characteristics of the varying spaces of institutional complexity of particular corporations. We contribute to an emerging heterogeneous business model literature by providing empirical evidence. We contribute to the institutional discussion of corporate responsibility by providing a typology of responsibility business models and by explaining why each type emerged in their respective institutional space. We also discuss how practitioners’ efforts to embed responsibility into their business models may benefit from our findings. © 2019 Elsevier Ltd","Corporate responsibility; Corporate sustainability; Heterogeneous business models; Institutional complexity; Institutional logics","Enterprise resource planning; Finance; Business models; Corporate responsibility; Corporate-sustainability; Institutional complexity; Institutional logic; business; comparative study; complexity; corporate social responsibility; model; social theory; sustainability; Sustainable development"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111043315&doi=10.1108%2fJSBED-03-2020-0082&partnerID=40&md5=e4f033a80d203fc2391830a5df368894","Purpose: The purpose of this article is to develop new insights into the interplay between trust, indigenous institutions and weak/dysfunctional formal institutions using the Nigerian context – a developing country in Western Africa. It advances new understanding on how Nigerian entrepreneurs trust in their indigenous institutions such as family ties, kinship, chieftaincy, religion, cooperatives and trade associations to resolve disputes arising from their exporting activities as opposed to dormant formal institutions in their country. Design/methodology/approach: This exploratory study adopts an interpretive research paradigm, and it utilises a case study strategy. Data collected through observations, archival records and qualitative conversations with 36 exporting Nigerian small and medium-sized enterprises (SMEs) is analysed by utilising a combination of within and cross-case analysis techniques. Doing so enabled an in-depth study of the methods their owner-managers use in order to take advantage of the relationships they established through their long-standing cultural institutions in the place of weak formal institutions in their country. Findings: Indigenous institutions have evolved to replace formalised institutions within the business environment in Nigeria. They have developed to become an alternative and trusted arbiter for solving SMEs' export issues because of weak/dysfunctional formal institutions in the Western African country. The owner-managers of exporting SMEs perceive formal institutions as representing a fragmented system that does not benefit their export businesses. Practical implications: The findings demonstrate that there is need for policymakers to consider the role of informal institutions in the Nigerian context. Such an approach is essential given the economic importance and increasing number of SMEs that trade and export their goods through informal structures in Nigeria. Originality/value: The study indicates that it is not just the void or absence of institutions that exist in a developing country such as Nigeria, but weak/dysfunctional formal institutions have been replaced by culturally embedded informal institutions. Thus, the study provides a new theoretical avenue depicting the concept of trusting in indigenous institutions. © 2021, Emerald Publishing Limited.","Exporting SMEs; Indigenous Institutions; Nigeria; SMEs; Trust",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097563360&doi=10.1080%2f02681102.2020.1850407&partnerID=40&md5=d170e935c5e974fe006e6b82435fc477","This paper deals with the issue of IT productivity paradox and examines the influence of IT capital and IT institution on the national innovation productivity. Applying North’s neo-institutional economics, Hayek’s model of the mind, and Bandura’s explanation of learning we try to understand this relationship through the cognitive path dependence model. We perform our analysis using a data set of 137 countries and apply Partial Least Square (PLS) technique of Structural Equation Modeling (SEM); our finding suggests existence of strong IT institutions as an essential step to capitalize IT investments to national innovation productivity. The IT institutions of the nation fully mediate the relationship between IT capital and national innovation productivity. The study demonstrates a cognitive perspective to the subject of IT & development and brings about policy recommendation for diverse national scenarios. © 2020 Commonwealth Secretariat.","E-business; Human cognition; innovation productivity; IT capital; IT institutions; social cognition","Economics; Investments; Cognitive perspectives; Institutional economics; IT productivity; National innovations; Partial least square (PLS); Path dependence; Policy recommendations; Structural equation modeling; Productivity"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094561850&doi=10.3390%2fsu12218816&partnerID=40&md5=3fd314eebda66b5ce74fb0651a23d824","Given that social dilemmas such as climate change, unemployment, and public health are growing globally, recognition of social drivers related to sustainable development while generating social impact is of particular interest to professionals and academics. This study aims to highlight the antecedents of sustainable social impact. Thus, we evaluate the association between entrepreneurial orientation and social impact through the mediation effects of social factors named social drivers, including service innovation, social innovation, and social value orientation. The data collection is from the service and non-service industries in Taiwan. A total of 270 samples consisting of employees, managers, SME owners, and CEOs is used. We employed structural equation modeling (SEM) to test the proposed hypotheses. Research findings indicate entrepreneurial orientation is a determining factor of sustainable innovation that not only renders entrepreneurially strategic dispositions of an organization but also significantly contributes to generating drastic social impact. In particular, entrepreneurs are found to be more proactive in solving problematic social issues through their entrepreneurial characteristics. Statistical findings support that all direct effects, besides partial and full mediation, are proved, which reveals the transformative potential of selected social drivers. Altogether, research findings provide exciting insights into entrepreneurship knowledge, innovation, and value assumptions in the social context. We further discuss theoretical and practical implications. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Entrepreneurial orientation (EO); Service innovation (SeIn); Social impact (SoIm); Social innovation (SoIn); Social value orientation (SVO); Taiwan","Taiwan; antecedent conditions; climate change; employment; entrepreneur; public health; small and medium-sized enterprise; social impact; sustainable development; unemployment"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117442369&doi=10.1007%2f978-3-030-64042-2&partnerID=40&md5=90753d5c11a16f936a74d46c6da6bbed","This book examines what mechanisms enable science-intensive organizations to broaden beneficiaries of science in urban settings. Focusing on organizations that constitute urban resilience systems and networks, it maps the contributions of academic institutions, established multinationals, and entrepreneur firms in environmental, material, and related life sciences. It then develops a model of strategy and governance for organizations to invest in and implement new environmental material science projects. This book provides researchers with a framework based on management theories of R and D and resource allocation for resolving urban issues. © The Editor(s) (if applicable) and The Author(s), under exclusive licence to Springer Nature Switzerland AG, part of Springer Nature 2021.","Broadening of beneficiaries; Corporate governance; Innovation; Market failure areas; R and D management; Science-intensive organizations; Social entrepreneurship; Technology; Urban resilence",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163445186&doi=10.1891%2f9780826158352&partnerID=40&md5=e448a17ed402dfb937d97bf2a0f2b7fd","Social Work Skills for Community Practice: Applied Macro Social Work, Second Edition, aims to prepare social workers to engage in macro community practice by providing straightforward content for social work students that is enriched with practical and applicable learning experiences. The text focuses on building the social work skills required for organizing communities, including cause-based coalitions, geographically/identity-based communities, and health and human service organizations, to achieve culturally relevant, equity- and justice-driven social change. The second edition presents new information that includes self-care for the community practitioner, social work Grand Challenges, cultural humility, community dialogue, trauma-informed and resiliency-focused community development, environmental justice, and many other topics. Its focus on a broad range of community practice models makes it accessible to all social workers. This book is written for social work students and can be used either at the BSW or MSW level. It is intended for use in introductory macro social work practice courses and community practice courses, and it is designed to be accessible to both students who are interested in organizing and community practice careers and those who are likely to apply some of these skills in practice for tasks such as facilitating meetings, coalition building, facilitating public participation, engaging in political activism, and lobbying. This book includes case vignettes and a variety of suggested applied and experiential learning activities and assignments to reinforce content and to emphasize the skill-building focus of the text. The textbook is accompanied by an Instructor’s Manual that includes the Council on Social Work Education competencies covered in each chapter and suggested individual and group discussion prompts and activities. Sample PowerPoints to guide lectures and a Test Bank with multiple-choice and essay questions for each chapter are also available. © 2023 Springer Publishing Company, LLC, All rights reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090989031&doi=10.1108%2fJEEE-06-2020-0162&partnerID=40&md5=0b20d3cb6be0b19890f5b6940b3235b3","Purpose: The purpose of this paper is to provide an overview of studies published in the Journal of Entrepreneurship in Emerging Economies (JEEE) between 2014 and 2019. The review also provides suggestions for future research in JEEE. Design/methodology/approach: Integrative literature of 90 empirical and conceptual articles published in JEEE between 2014 and 2019. The selected articles were analyzed using content analysis. Findings: Analysis of the 90 published articles shows that JEEE has covered a number of relevant topics related to entrepreneurship and innovation in emerging economies. In particular, scholars have adopted a variety of methods to describe such activities in emerging economies. The review also highlights the lack of comparative studies in JEEE and studies, which significantly take into account or focus on the emerging economy context. Practical implications: The findings suggest that future scholars wishing to submit to JEEE should consider taking a more detailed account of the emerging context. Originality/value: Since its first publication in 2014, this study represents the first review of articles found in JEEE. Specifically, the study provides a platform for future scholars wishing to submit to JEEE to take stock of the studies in the journal, thus giving them a better understanding of the field. The study also provides directions regarding areas of possible future research, which might be of interest to scholars wishing to submit to JEEE. © 2020, Emerald Publishing Limited.","Emerging economies; Entrepreneurial ecosystem; Entrepreneurship; Institutional environment; Systematic review",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075328427&doi=10.1007%2fs10961-019-09760-x&partnerID=40&md5=03c578562ca8010bb648d49b8f4264a2","By shifting towards Romer’s (Am Econ Rev 94:1002–1037, 1986) economy and so the spread of knowledge economy, universities started to adopt a collaborative approach with their entrepreneurial ecosystem. They turn out to be risk taker, autonomous, proactive, competitive, and innovative. In a nutshell, they are entrepreneurial oriented with the aim to generate new innovative ventures, known as research-based spin offs. Doubly, this has induced an improvement of technology transfer and the degree of entrepreneurship in the current knowledge economy. However there still is a paucity of studies on the spill over effect of entrepreneurial orientated universities and research-based spin off on technology transfer need to be more explored. Therefore, the article investigates the link between entrepreneurial orientation and such spill overs by offering an outlook of two universities and two research-based spin offs in the United Kingdom. The scope is to provide a deep view of technological innovativeness in a research context, entrepreneurial oriented. Our research suggests that entrepreneurial attitude has become an imperative to succeed in the context where British institutions currently operate. Entrepreneurship brings the necessary technological innovation to the university and its students, which results in better positioning of the university at national and international levels, with the subsequent impact on their ability to attract not only new students and academics but also funding to conduct their research. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","Entrepreneurial orientation; Research based spin off; Technological innovativeness; Technology transfer theories","Collaborative approach; Entrepreneurial attitude; Entrepreneurial orientation; Innovativeness; Knowledge economy; Spin off; Technological innovation; United kingdom; Technology transfer"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148687696&doi=10.1108%2f9781800437982&partnerID=40&md5=ac467f8856723ca9755fce5fdbee0df1","The ebook edition of this title is Open Access and freely available to read online. Co-Creation for Sustainability brings global SDGs to the local level, explaining local co-creation practices, the creation of collaborative platforms, and the empowerment of stakeholders to have a positive collective impact. © 2022 Christopher Ansell, Eva Sørensen and Jacob Torfing.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096637393&doi=10.1016%2fj.intman.2020.100806&partnerID=40&md5=f877d641e2c936f379dcb81130c3ab59","We explore the mechanisms through which subnational informal institutions exacerbate or ameliorate voids in national formal institutions. Informed by a within-country, cross-sub-region case comparison, we find two exacerbating mechanisms: Competition between the logics embedded in national and subnational institutions and the sabotage of a formal national institution by a void in a subnational informal institution. We also find two ameliorating mechanisms: Strong subnational informal institutions substitute for weak national institutions and bridge voids in formal institutions. Finally, we identify the conditions of expectation alignment and engagement associated with the competition, sabotage, substitution, and bridging mechanisms. Our findings contribute to institutional theory by providing a more subtle and contingent understanding of the interaction between informal and formal, and subnational and national, institutions. Our results also suggest ways in which constrained managers and bureaucrats can reduce the effects of voids in national formal institutions. © 2020 Elsevier Inc.","Emerging economies; Export; Informal institutions; Institutional voids; Subnational institutions",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125896109&doi=10.1080%2f01446193.2022.2043554&partnerID=40&md5=2cfc3daeff2976ab114f393c434b3dd1","Social procurement is re-emerging as an innovative collaborative policy tool for governments around the world to leverage their construction supply chains to help them address intransigent social problems such as long-term unemployment. Such policies challenge deeply rooted institutional norms and structures in the construction industry and research shows that they are being championed by a small and largely undefined group of social procurement professionals who suffer significant role conflict and ambiguity. Contributing new insights to this nascent research, this paper traces etymological definitions of champion roles, merging them with organisational theory to present a new typology of social procurement champions in the construction industry. Drawing on a thematic analysis of snowballed interviews with fifteen recognised champions of social procurement in the Australian construction industry, findings highlight four distinct types of social procurement champion: champions of organisations; champions of the concept; champions of people; and champions of a solution. It is found that there is no one pure type of social procurement champion. Rather, champions have to adapt their social procurement roles to the highly dynamic and varied organisation contexts in which they operate. These findings advance the emerging social procurement debate within and outside construction by highlighting the many different roles which are needed to implement social innovations like social procurement into a project-based industry like construction. It is concluded that organisations which see this as one person’s responsibility are likely to fail in implementing these new policy reforms. © 2022 Informa UK Limited, trading as Taylor & Francis Group.","champions; corporate social responsibility; professionals; Social innovation; social procurement; social value","Australia; Supply chains; Champion; Collaborative policy; Construction supply chain; Corporate social responsibility; Engineering industries; Policy tools; Social innovations; Social problems; Social procurement; Social values; construction industry; corporate social responsibility; engineering; governance approach; industrial performance; industrial policy; innovation; policy analysis; policy implementation; policy reform; research work; Construction industry"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089747163&doi=10.1007%2fs11187-020-00392-2&partnerID=40&md5=39ec6e5bb4d110cff7079f6914ff8cfa","Over the past 30 years, the academic literature has legitimised the significant impact of environmental conditions on entrepreneurial activity. In the past 5 years, in particular, the academic debate has focused on the elements that configure entrepreneurship ecosystems and their influence on the creation of high-growth ventures. Previous studies have also recognised the heterogeneity of environmental conditions (including policies, support programs, funding, culture, professional infrastructure, university support, labour market, R&D, and market dynamics) across regions/countries. Yet, an in-depth discussion is required to address how environmental conditions vary per entrepreneurial stage of enterprises within certain regions/countries, as well as how these conditions determine the technological factor of the entrepreneurial process. By reviewing the literature from 2000 to 2017, this paper analyses the environmental conditions that have influenced the transitions towards becoming potential entrepreneurs, nascent/new entrepreneurs, and established/consolidated entrepreneurs in both developed and developing economies. Our findings show why diversity in entrepreneurship and context is significant. Favourable conditions include professional support, incubators/accelerators, networking with multiple agents, and R&D investments. Less favourable conditions include a lack of funding sources, labour market conditions, and social norms. Our paper contributes by proposing a research agenda and implications for stakeholders. © 2020, The Author(s).","Entrepreneurial process; Entrepreneurship; Entrepreneurship ecosystems; Environmental conditions; Institutional economics; Research agenda; Socioeconomic stages",""
